CONTENT-SHARED-NAV-PIACI-TRENDEK	Fő navigáció — Piaci trendek	Piaci trendek	Minden oldal — fejléc navigáció	Statikus szöveg, a kezdőoldalra (index.html#trends) mutató nav-link felirata.
SALARY-MARKETING-TRADE-MARKETING-SENIOR-MIN	Trade Marketing (Senior) — min	1200000	Bérek — Marketing terület, „Trade Marketing” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-MARKETING-TRADE-MARKETING-SENIOR-MAX	Trade Marketing (Senior) — max	1500000	Bérek — Marketing terület, „Trade Marketing” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-MARKETING-TRADE-MARKETING-SENIOR-JUTTATAS	Trade Marketing (Senior) — juttatas	cafeteria, éves bónusz, home office allowance, AYCM/sportolási támogatás, céges kedvezmény	Bérek — Marketing terület, „Trade Marketing” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-HR-HR-GENERALIST-TOP3-MIN	HR Generalist — min	800000	Bérek — HR terület, „HR Generalist” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-HR-GENERALIST-TOP3-IDBC	HR Generalist — idbc	900000	Bérek — HR terület, „HR Generalist” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-HR-HR-GENERALIST-TOP3-MAX	HR Generalist — max	1000000	Bérek — HR terület, „HR Generalist” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-HR-GENERALIST-TOP3-LINKEDIN	HR Generalist — linkedin	1897	Bérek — HR terület, „HR Generalist” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-HR-HR-MANAGER-SENIOR-SZINT	HR Manager (Senior) — szint	Senior	Bérek — HR terület, „HR Manager” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-HR-HR-MANAGER-SENIOR-MIN	HR Manager (Senior) — min	1500000	Bérek — HR terület, „HR Manager” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-HR-MANAGER-SENIOR-IDBC	HR Manager (Senior) — idbc	1600000	Bérek — HR terület, „HR Manager” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-HR-HR-MANAGER-SENIOR-MAX	HR Manager (Senior) — max	1900000	Bérek — HR terület, „HR Manager” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-HR-MANAGER-SENIOR-LINKEDIN	HR Manager (Senior) — linkedin	2649	Bérek — HR terület, „HR Manager” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-HR-RECRUITMENT-CONSULTANT-TOP3-MIN	Recruitment Consultant — min	850000	Bérek — HR terület, „Recruitment Consultant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-RECRUITMENT-CONSULTANT-TOP3-IDBC	Recruitment Consultant — idbc	900000	Bérek — HR terület, „Recruitment Consultant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-HR-RECRUITMENT-CONSULTANT-TOP3-MAX	Recruitment Consultant — max	900000	Bérek — HR terület, „Recruitment Consultant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-RECRUITMENT-CONSULTANT-TOP3-LINKEDIN	Recruitment Consultant — linkedin	1352	Bérek — HR terület, „Recruitment Consultant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-HR-LEARNING-DEVELOPMENT-JUNIOR-SZINT	Learning & Development (Junior) — szint	Junior	Bérek — HR terület, „Learning & Development” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-HR-LEARNING-DEVELOPMENT-JUNIOR-MIN	Learning & Development (Junior) — min	680000	Bérek — HR terület, „Learning & Development” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-JUNIOR-MAX	Learning & Development (Junior) — max	830000	Bérek — HR terület, „Learning & Development” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-JUNIOR-JUTTATAS	Learning & Development (Junior) — juttatas	cafeteria, bónuszrendszer, AYCM, egészségbiztosítás, 13. havi fizetés, önkéntes nyugdíjpénztár	Bérek — HR terület, „Learning & Development” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-HR-LEARNING-DEVELOPMENT-MEDIOR-SZINT	Learning & Development (Medior) — szint	Medior	Bérek — HR terület, „Learning & Development” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-HR-LEARNING-DEVELOPMENT-MEDIOR-MIN	Learning & Development (Medior) — min	750000	Bérek — HR terület, „Learning & Development” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-MEDIOR-MAX	Learning & Development (Medior) — max	1100000	Bérek — HR terület, „Learning & Development” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-MEDIOR-JUTTATAS	Learning & Development (Medior) — juttatas	cafeteria, bónuszrendszer, AYCM, egészségbiztosítás, 13. havi fizetés, önkéntes nyugdíjpénztár	Bérek — HR terület, „Learning & Development” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-HR-LEARNING-DEVELOPMENT-SENIOR-SZINT	Learning & Development (Senior) — szint	Senior	Bérek — HR terület, „Learning & Development” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-HR-LEARNING-DEVELOPMENT-SENIOR-MIN	Learning & Development (Senior) — min	1100000	Bérek — HR terület, „Learning & Development” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-SENIOR-MAX	Learning & Development (Senior) — max	1600000	Bérek — HR terület, „Learning & Development” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-SENIOR-JUTTATAS	Learning & Development (Senior) — juttatas	cafeteria, bónuszrendszer, AYCM, egészségbiztosítás, 13. havi fizetés, önkéntes nyugdíjpénztár	Bérek — HR terület, „Learning & Development” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-HR-LEARNING-DEVELOPMENT-MANAGER-SZINT	Learning & Development (Manager) — szint	Manager	Bérek — HR terület, „Learning & Development” pozíció (Manager)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-HR-LEARNING-DEVELOPMENT-MANAGER-MIN	Learning & Development (Manager) — min	1200000	Bérek — HR terület, „Learning & Development” pozíció (Manager)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-MANAGER-MAX	Learning & Development (Manager) — max	1800000	Bérek — HR terület, „Learning & Development” pozíció (Manager)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-HR-LEARNING-DEVELOPMENT-MANAGER-JUTTATAS	Learning & Development (Manager) — juttatas	cafeteria, bónuszrendszer, AYCM, egészségbiztosítás, 13. havi fizetés, önkéntes nyugdíjpénztár, vállalati autó	Bérek — HR terület, „Learning & Development” pozíció (Manager)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-RETAIL-VISUAL-MERCHANDISER-TOP3-MIN	Visual Merchandiser — min	1000000	Bérek — Retail terület, „Visual Merchandiser” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-VISUAL-MERCHANDISER-TOP3-IDBC	Visual Merchandiser — idbc	1100000	Bérek — Retail terület, „Visual Merchandiser” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-RETAIL-VISUAL-MERCHANDISER-TOP3-MAX	Visual Merchandiser — max	1100000	Bérek — Retail terület, „Visual Merchandiser” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-VISUAL-MERCHANDISER-TOP3-LINKEDIN	Visual Merchandiser — linkedin	230	Bérek — Retail terület, „Visual Merchandiser” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-RETAIL-STORE-MANAGER-TOP3-MIN	Store Manager — min	900000	Bérek — Retail terület, „Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-STORE-MANAGER-TOP3-IDBC	Store Manager — idbc	1050000	Bérek — Retail terület, „Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-RETAIL-STORE-MANAGER-TOP3-MAX	Store Manager — max	1050000	Bérek — Retail terület, „Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-STORE-MANAGER-TOP3-LINKEDIN	Store Manager — linkedin	1618	Bérek — Retail terület, „Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-RETAIL-ASSISTANT-STORE-MANAGER-TOP3-MIN	Assistant Store Manager — min	750000	Bérek — Retail terület, „Assistant Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-ASSISTANT-STORE-MANAGER-TOP3-IDBC	Assistant Store Manager — idbc	900000	Bérek — Retail terület, „Assistant Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-RETAIL-ASSISTANT-STORE-MANAGER-TOP3-MAX	Assistant Store Manager — max	900000	Bérek — Retail terület, „Assistant Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-RETAIL-ASSISTANT-STORE-MANAGER-TOP3-LINKEDIN	Assistant Store Manager — linkedin	239	Bérek — Retail terület, „Assistant Store Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-OFFICE-SUPPORT-OFFICE-MANAGER-TOP3-MIN	Office Manager — min	1000000	Bérek — Office Support terület, „Office Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-OFFICE-MANAGER-TOP3-IDBC	Office Manager — idbc	1050000	Bérek — Office Support terület, „Office Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-OFFICE-SUPPORT-OFFICE-MANAGER-TOP3-MAX	Office Manager — max	1100000	Bérek — Office Support terület, „Office Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-OFFICE-MANAGER-TOP3-LINKEDIN	Office Manager — linkedin	3394	Bérek — Office Support terület, „Office Manager” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-OFFICE-SUPPORT-EXECUTIVE-ASSISTANT-TOP3-MIN	Executive Assistant — min	1050000	Bérek — Office Support terület, „Executive Assistant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-EXECUTIVE-ASSISTANT-TOP3-IDBC	Executive Assistant — idbc	1100000	Bérek — Office Support terület, „Executive Assistant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-OFFICE-SUPPORT-EXECUTIVE-ASSISTANT-TOP3-MAX	Executive Assistant — max	1130000	Bérek — Office Support terület, „Executive Assistant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-EXECUTIVE-ASSISTANT-TOP3-LINKEDIN	Executive Assistant — linkedin	1156	Bérek — Office Support terület, „Executive Assistant” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-OFFICE-SUPPORT-SALES-SUPPORT-TOP3-MIN	Sales Support — min	900000	Bérek — Office Support terület, „Sales Support” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-SALES-SUPPORT-TOP3-IDBC	Sales Support — idbc	1000000	Bérek — Office Support terület, „Sales Support” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). IDBC szakértői által javasolt bér — havi bruttó Ft. Csak a TOP3 kiemelt pozícióknál van kitöltve. Típus: egész szám vagy üres.
SALARY-OFFICE-SUPPORT-SALES-SUPPORT-TOP3-MAX	Sales Support — max	1000000	Bérek — Office Support terület, „Sales Support” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-OFFICE-SUPPORT-SALES-SUPPORT-TOP3-LINKEDIN	Sales Support — linkedin	544	Bérek — Office Support terület, „Sales Support” pozíció	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). LinkedIn Talent Insight szerint elérhető jelöltek száma Magyarországon. Típus: egész szám, csak egyes TOP3 pozícióknál van adat.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-JUNIOR-SZINT	Accounts Payable / Accounts Receivable Accountant (Junior) — szint	Junior	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-JUNIOR-MIN	Accounts Payable / Accounts Receivable Accountant (Junior) — min	550000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-JUNIOR-MAX	Accounts Payable / Accounts Receivable Accountant (Junior) — max	680000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-JUNIOR-JUTTATAS	Accounts Payable / Accounts Receivable Accountant (Junior) — juttatas	Cafeteria, bónusz, magán egészségbiztosítási csomag, bejárás támogatása, nyelvi pótlék	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-MEDIOR-SZINT	Accounts Payable / Accounts Receivable Accountant (Medior) — szint	Medior	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-MEDIOR-MIN	Accounts Payable / Accounts Receivable Accountant (Medior) — min	700000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-MEDIOR-MAX	Accounts Payable / Accounts Receivable Accountant (Medior) — max	850000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-MEDIOR-JUTTATAS	Accounts Payable / Accounts Receivable Accountant (Medior) — juttatas	Cafeteria, bónusz, magán egészségbiztosítási csomag, bejárás támogatása, nyelvi pótlék	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-SENIOR-SZINT	Accounts Payable / Accounts Receivable Accountant (Senior) — szint	Senior	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-SENIOR-MIN	Accounts Payable / Accounts Receivable Accountant (Senior) — min	800000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-SENIOR-MAX	Accounts Payable / Accounts Receivable Accountant (Senior) — max	1000000	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-BUSINESS-SERVICE-CENTER-BSC-ACCOUNTS-PAYABLE-ACCOUNTS-RECEIVABLE-ACCOUNTANT-SENIOR-JUTTATAS	Accounts Payable / Accounts Receivable Accountant (Senior) — juttatas	Cafeteria, bónusz, magán egészségbiztosítási csomag, bejárás támogatása, nyelvi pótlék	Bérek — Business Service Center (BSC) terület, „Accounts Payable / Accounts Receivable Accountant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Egyéb juttatások szöveges felsorolása. Típus: szabad szöveg, gyakran üres a TOP3 sorokon.
